# id node_number1 node_number2 value
1152 14578 14577 1.374
1153 14578 14579 5.88
1154 14578 14580 8.766
1155 14578 14581 5.778
1156 14579 14546 7.2
1157 14579 14547 6.882
1158 14579 14548 14.388
1159 14579 14549 6.558
1160 14579 14550 9.708
1161 14579 14551 9.786
1162 14579 14552 5.412
1163 14579 14553 2.148
1164 14579 14554 3.24
1165 14579 14555 7.638
1166 14579 14556 17.946
1167 14579 14557 5.898
1168 14579 14558 5.076
1169 14579 14559 11.106
1170 14579 14560 7.242
1171 14579 14561 4.254
1172 14579 14562 5.976
1173 14579 14563 15.648
1174 14579 14564 29.256
1175 14579 14565 22.176
1176 14579 14566 27.684
1177 14579 14567 2.244
1178 14579 14568 5.034
1179 14579 14569 6.306
1180 14579 14570 5.766
1181 14579 14571 4.77
1182 14579 14572 5.838
1183 14579 14573 2.124
1184 14579 14574 5.25
1185 14579 14575 1.158
1186 14579 14576 3.342
1187 14579 14577 1.554
1188 14579 14578 5.85
1189 14579 14580 14.328
1190 14579 14581 8.58
1191 14580 14546 6.882
1192 14580 14547 4.638
1193 14580 14548 8.532
1194 14580 14549 7.05
1195 14580 14550 15.612
1196 14580 14551 12.93
1197 14580 14552 8.166
1198 14580 14553 4.314
1199 14580 14554 2.982
1200 14580 14555 13.398
1201 14580 14556 31.008
1202 14580 14557 4.854
1203 14580 14558 5.4
1204 14580 14559 13.482
1205 14580 14560 11.892
1206 14580 14561 5.982
1207 14580 14562 8.802
1208 14580 14563 12.42
1209 14580 14564 19.05
1210 14580 14565 17.238
1211 14580 14566 12.312
1212 14580 14567 1.2
1213 14580 14568 2.538
1214 14580 14569 3.438
1215 14580 14570 4.944
1216 14580 14571 6.258
1217 14580 14572 4.344
1218 14580 14573 1.722
1219 14580 14574 9.246
1220 14580 14575 4.11
1221 14580 14576 4.98
1222 14580 14577 2.37
1223 14580 14578 8.214
1224 14580 14579 13.374
1225 14580 14581 6.372
1226 14581 14546 5.286
1227 14581 14547 3.324
1228 14581 14548 6.354
1229 14581 14549 4.62
1230 14581 14550 11.214
1231 14581 14551 9.66
1232 14581 14552 6.138
1233 14581 14553 2.826
1234 14581 14554 2.196
1235 14581 14555 9.828
1236 14581 14556 22.428
1237 14581 14557 3.6
1238 14581 14558 4.122
1239 14581 14559 10.176
1240 14581 14560 8.634
1241 14581 14561 4.422
1242 14581 14562 7.05
1243 14581 14563 10.146
1244 14581 14564 16.626
1245 14581 14565 16.332
1246 14581 14566 11.64
1247 14581 14567 0.84
1248 14581 14568 2.028
1249 14581 14569 2.454
1250 14581 14570 3.39
1251 14581 14571 4.098
1252 14581 14572 3.15
1253 14581 14573 1.176
1254 14581 14574 6.558
1255 14581 14575 2.562
1256 14581 14576 3.39
1257 14581 14577 1.542
1258 14581 14578 6.552
1259 14581 14579 9.96
1260 14581 14580 7.182
